shipment_id,po_number,carrier,warehouse_id,destination,status,eta
SHP002362,PO002349,DHL,WH003,"Dallas, TX",Delivered,2025-02-19
SHP002363,PO002399,XPO Logistics,WH007,"New York, NY",Delayed,2025-12-15
SHP002364,PO002893,FedEx,WH001,"Chicago, IL",Exception,2025-12-21
SHP002365,PO000463,XPO Logistics,WH003,"Chicago, IL",Delayed,2025-08-04
SHP002366,PO001551,UPS,WH003,"New York, NY",Exception,2026-06-27
SHP002367,PO000796,DHL,WH004,"Chicago, IL",Delivered,2025-06-20
SHP002368,PO000998,J.B. Hunt,WH001,"Seattle, WA",Delayed,2025-10-02
SHP002369,PO001781,DHL,WH008,"Seattle, WA",Exception,2026-03-23
SHP002370,PO002611,DHL,WH004,"New York, NY",Exception,2025-11-19
SHP002371,PO001782,J.B. Hunt,WH002,"Atlanta, GA",Delayed,2025-06-18
SHP002372,PO000102,FedEx,WH003,"Atlanta, GA",Exception,2025-08-30
SHP002373,PO001277,DHL,WH008,"Atlanta, GA",Delayed,2025-08-31
SHP002374,PO000432,XPO Logistics,WH001,"New York, NY",Delivered,2025-03-20
SHP002375,PO000370,J.B. Hunt,WH002,"New York, NY",Delayed,2026-04-22
SHP002376,PO002777,UPS,WH004,"Atlanta, GA",In Transit,2025-05-29
SHP002377,PO001801,DHL,WH008,"Atlanta, GA",Delayed,2025-10-24
SHP002378,PO002748,DHL,WH007,"New York, NY",Delayed,2026-06-22
SHP002379,PO001010,DHL,WH002,"Atlanta, GA",Delayed,2025-11-05
SHP002380,PO001115,Ryder,WH006,"Seattle, WA",In Transit,2025-05-01
SHP002381,PO001455,DHL,WH003,"Seattle, WA",In Transit,2025-04-06
SHP002382,PO001249,FedEx,WH004,"Chicago, IL",Delivered,2026-05-07
SHP002383,PO001394,UPS,WH003,"Seattle, WA",Delivered,2025-10-04
SHP002384,PO001892,Ryder,WH007,"Dallas, TX",Exception,2025-10-16
SHP002385,PO002923,Ryder,WH006,"Atlanta, GA",In Transit,2025-08-05
SHP002386,PO000346,Ryder,WH003,"Atlanta, GA",Delayed,2026-01-11
SHP002387,PO001045,XPO Logistics,WH003,"Dallas, TX",Delivered,2025-08-01
SHP002388,PO002689,XPO Logistics,WH004,"Dallas, TX",Exception,2026-04-25
SHP002389,PO002187,FedEx,WH004,"New York, NY",Exception,2026-07-30
SHP002390,PO000498,XPO Logistics,WH007,"Chicago, IL",In Transit,2025-09-19
SHP002391,PO002697,DHL,WH004,"New York, NY",Delivered,2026-05-06
SHP002392,PO000674,Ryder,WH004,"New York, NY",Delivered,2025-03-31
SHP002393,PO000272,Ryder,WH002,"New York, NY",In Transit,2026-06-14
SHP002394,PO001722,FedEx,WH008,"Chicago, IL",In Transit,2025-11-25
SHP002395,PO002144,Ryder,WH006,"Atlanta, GA",Delayed,2026-06-29
SHP002396,PO001192,FedEx,WH007,"New York, NY",Delivered,2026-01-07
SHP002397,PO002666,FedEx,WH002,"Atlanta, GA",Delivered,2025-12-21
SHP002398,PO000128,XPO Logistics,WH006,"Seattle, WA",Exception,2025-05-17
SHP002399,PO002284,FedEx,WH008,"Seattle, WA",Exception,2025-06-14
SHP002400,PO000874,Ryder,WH003,"Atlanta, GA",In Transit,2026-04-19
SHP002401,PO000985,FedEx,WH005,"Atlanta, GA",In Transit,2026-06-02
SHP002402,PO001637,DHL,WH002,"Atlanta, GA",Delayed,2026-02-24
SHP002403,PO001950,UPS,WH001,"Dallas, TX",Exception,2025-12-18
SHP002404,PO001419,XPO Logistics,WH004,"Chicago, IL",Delayed,2025-09-23
SHP002405,PO000382,DHL,WH005,"Atlanta, GA",Delayed,2025-11-26
SHP002406,PO002285,UPS,WH003,"Chicago, IL",Delivered,2025-04-02
SHP002407,PO000783,Ryder,WH005,"New York, NY",Delivered,2026-06-18
SHP002408,PO002570,FedEx,WH003,"Dallas, TX",Delivered,2025-07-29
SHP002409,PO001568,FedEx,WH004,"Dallas, TX",Delayed,2025-09-08
SHP002410,PO001895,UPS,WH001,"Chicago, IL",In Transit,2025-07-09
SHP002411,PO000832,XPO Logistics,WH007,"Seattle, WA",Delayed,2025-03-12
SHP002412,PO000913,Ryder,WH007,"New York, NY",Exception,2025-02-16
SHP002413,PO002987,UPS,WH003,"Seattle, WA",In Transit,2026-07-15
SHP002414,PO001759,DHL,WH001,"Dallas, TX",Exception,2026-04-05
SHP002415,PO001833,XPO Logistics,WH004,"Atlanta, GA",Delivered,2026-05-08
SHP002416,PO001240,UPS,WH006,"New York, NY",Delayed,2026-02-24
SHP002417,PO002706,Ryder,WH002,"Chicago, IL",Delayed,2025-01-19
SHP002418,PO000571,DHL,WH006,"Chicago, IL",Delivered,2025-08-11
SHP002419,PO001533,UPS,WH006,"Chicago, IL",Delivered,2025-05-02
SHP002420,PO002369,XPO Logistics,WH005,"Seattle, WA",Delayed,2025-07-23
SHP002421,PO001228,XPO Logistics,WH001,"Seattle, WA",Exception,2025-08-16
SHP002422,PO001731,XPO Logistics,WH005,"Atlanta, GA",Exception,2025-12-03
SHP002423,PO002822,Ryder,WH002,"Atlanta, GA",Delivered,2025-08-04
SHP002424,PO002246,FedEx,WH002,"New York, NY",In Transit,2025-07-07
SHP002425,PO000033,Ryder,WH008,"Chicago, IL",Delayed,2025-12-05
SHP002426,PO000447,DHL,WH006,"Chicago, IL",Delivered,2025-12-22
SHP002427,PO000772,XPO Logistics,WH006,"Atlanta, GA",In Transit,2025-04-14
SHP002428,PO002516,UPS,WH007,"New York, NY",Delayed,2025-01-01
SHP002429,PO000585,FedEx,WH006,"New York, NY",Delayed,2026-01-12
SHP002430,PO000336,FedEx,WH008,"Chicago, IL",In Transit,2026-02-06
SHP002431,PO000705,J.B. Hunt,WH005,"New York, NY",In Transit,2026-07-28
SHP002432,PO001979,Ryder,WH007,"Seattle, WA",In Transit,2025-06-03
SHP002433,PO001000,FedEx,WH007,"Atlanta, GA",Delivered,2025-04-11
SHP002434,PO001564,DHL,WH005,"Atlanta, GA",In Transit,2026-06-27
SHP002435,PO002808,DHL,WH003,"Chicago, IL",In Transit,2025-02-02
SHP002436,PO002972,DHL,WH002,"Seattle, WA",Exception,2025-04-16
SHP002437,PO002639,FedEx,WH008,"Chicago, IL",In Transit,2026-04-01
SHP002438,PO001795,Ryder,WH003,"Dallas, TX",Exception,2025-09-24
SHP002439,PO002316,FedEx,WH003,"New York, NY",Delivered,2025-12-24
SHP002440,PO002376,XPO Logistics,WH004,"New York, NY",Delayed,2025-01-05
SHP002441,PO001816,Ryder,WH002,"Dallas, TX",Exception,2026-05-01
SHP002442,PO000906,DHL,WH002,"Atlanta, GA",Delayed,2026-06-05
SHP002443,PO001242,DHL,WH003,"Atlanta, GA",Delivered,2026-01-03
SHP002444,PO002135,DHL,WH001,"Atlanta, GA",Exception,2026-06-20
SHP002445,PO000253,XPO Logistics,WH002,"Atlanta, GA",Delivered,2025-11-11
SHP002446,PO000136,J.B. Hunt,WH008,"Seattle, WA",Delivered,2026-06-09
SHP002447,PO002300,DHL,WH007,"New York, NY",Delayed,2025-03-21
SHP002448,PO000109,J.B. Hunt,WH002,"Chicago, IL",In Transit,2025-05-18
SHP002449,PO001402,Ryder,WH002,"Seattle, WA",Exception,2025-02-04
SHP002450,PO000450,DHL,WH008,"Seattle, WA",Delayed,2025-01-15
SHP002451,PO002212,FedEx,WH005,"Seattle, WA",In Transit,2025-08-24
SHP002452,PO002106,FedEx,WH006,"New York, NY",Delivered,2025-11-09
SHP002453,PO001624,DHL,WH003,"Seattle, WA",In Transit,2026-05-29
SHP002454,PO001709,XPO Logistics,WH005,"Dallas, TX",Exception,2026-05-18
SHP002455,PO002936,UPS,WH008,"Atlanta, GA",Exception,2025-12-11
SHP002456,PO001486,XPO Logistics,WH006,"Seattle, WA",Exception,2026-01-20
SHP002457,PO002444,FedEx,WH007,"Atlanta, GA",In Transit,2026-03-30
SHP002458,PO002262,FedEx,WH002,"Dallas, TX",In Transit,2026-02-11
SHP002459,PO001112,DHL,WH006,"Chicago, IL",Exception,2026-06-15
SHP002460,PO001044,XPO Logistics,WH002,"Seattle, WA",Delayed,2025-03-14
SHP002461,PO002864,XPO Logistics,WH003,"Atlanta, GA",Exception,2025-11-05
SHP002462,PO001900,DHL,WH004,"Chicago, IL",Exception,2025-09-11
SHP002463,PO001766,FedEx,WH002,"Dallas, TX",Delayed,2025-03-31
SHP002464,PO000313,Ryder,WH004,"Dallas, TX",Delivered,2025-06-19
SHP002465,PO001082,DHL,WH002,"Dallas, TX",Delayed,2025-03-11
SHP002466,PO001003,Ryder,WH003,"Dallas, TX",Delivered,2025-04-02
SHP002467,PO002373,DHL,WH008,"Atlanta, GA",Delivered,2026-04-10
SHP002468,PO000586,Ryder,WH008,"New York, NY",Delivered,2025-11-17
SHP002469,PO001696,J.B. Hunt,WH005,"Chicago, IL",Exception,2025-04-09
SHP002470,PO001653,FedEx,WH003,"Dallas, TX",In Transit,2026-05-28
SHP002471,PO001929,DHL,WH003,"Atlanta, GA",In Transit,2025-09-21
SHP002472,PO002595,J.B. Hunt,WH001,"Seattle, WA",Exception,2025-01-09
SHP002473,PO002891,XPO Logistics,WH006,"Seattle, WA",Delivered,2025-07-04
SHP002474,PO002970,XPO Logistics,WH005,"Chicago, IL",Delayed,2025-07-17
SHP002475,PO000561,UPS,WH005,"Seattle, WA",Delayed,2025-10-09
SHP002476,PO002165,XPO Logistics,WH002,"Atlanta, GA",Delivered,2025-06-26
SHP002477,PO000975,XPO Logistics,WH007,"New York, NY",Delayed,2026-02-13
SHP002478,PO000281,XPO Logistics,WH003,"New York, NY",In Transit,2025-01-02
SHP002479,PO000671,UPS,WH004,"Dallas, TX",Exception,2025-06-02
SHP002480,PO002074,J.B. Hunt,WH007,"Chicago, IL",Exception,2025-01-27
SHP002481,PO000897,Ryder,WH005,"Atlanta, GA",In Transit,2025-11-06
SHP002482,PO002141,DHL,WH001,"New York, NY",In Transit,2026-03-27
SHP002483,PO000593,Ryder,WH004,"New York, NY",In Transit,2025-01-21
SHP002484,PO002638,Ryder,WH001,"Chicago, IL",Delayed,2026-02-03
SHP002485,PO000612,FedEx,WH003,"Seattle, WA",Delayed,2025-10-13
SHP002486,PO001316,Ryder,WH003,"Seattle, WA",In Transit,2026-03-06
SHP002487,PO000257,FedEx,WH005,"Seattle, WA",Delayed,2025-10-31
SHP002488,PO000760,DHL,WH008,"Atlanta, GA",Delivered,2025-09-28
SHP002489,PO002776,UPS,WH008,"New York, NY",Delivered,2025-12-21
SHP002490,PO000783,Ryder,WH001,"Seattle, WA",In Transit,2026-02-15
SHP002491,PO001487,UPS,WH004,"New York, NY",Delivered,2026-07-07
SHP002492,PO002329,Ryder,WH001,"Dallas, TX",In Transit,2025-01-12
SHP002493,PO002828,J.B. Hunt,WH001,"Seattle, WA",In Transit,2026-04-29
SHP002494,PO000690,UPS,WH005,"Seattle, WA",Exception,2026-07-20
SHP002495,PO002846,UPS,WH001,"New York, NY",Delayed,2025-11-18
SHP002496,PO001509,UPS,WH003,"Dallas, TX",In Transit,2025-06-02
SHP002497,PO001245,J.B. Hunt,WH002,"Seattle, WA",In Transit,2026-06-11
SHP002498,PO002029,DHL,WH004,"Chicago, IL",Delivered,2025-07-29
SHP002499,PO000182,UPS,WH008,"Chicago, IL",In Transit,2025-08-22
SHP002500,PO001721,DHL,WH003,"Atlanta, GA",In Transit,2025-11-09
